accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude,cluster
2024-09-11,10:01:00 PM,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",1,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.846645,24.025319,4
2024-09-29,12:02:00 PM,неділя,місто,Львів,Франківський,вулиця,Наукова,,"вул. Наукова - вул. Стрийська, 148",зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.801901,24.017932,2
2024-10-02,5:55:00 PM,середа,місто,Львів,Шевченківський,вулиця,Миколайчука І.,30,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.879101,24.036226,4
2024-09-14,9:57:00 AM,субота,місто,Львів,Сихівський,вулиця,Липова Алея,1,,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,,,,,,,,,,49.820767,24.05529,2
2024-10-13,5:34:00 PM,неділя,місто,Львів,Галицький,площа,Галицька,,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.839487,24.032491,4
2024-10-05,4:51:00 PM,субота,місто,Львів,Франківський,вулиця,Трускавецька,,вул. Трускавецька - вул. Кульпарківська,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.801184,23.980687,0
2024-10-02,8:30:00 AM,середа,місто,Львів,Личаківський,вулиця,Палія С.,11б,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.834457,24.03704,4
2024-10-12,3:01:00 PM,субота,місто,Львів,Франківський,вулиця,Кульпарківська,59,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.82681,23.989956,0
2024-10-09,8:50:00 AM,середа,місто,Львів,Залізничний,вулиця,Авіаційна,7,,зіткнення лобове,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.814789,23.930368,3
2024-10-10,9:35:00 AM,четвер,місто,Львів,Галицький,вулиця,Городоцька,25,,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,,,,,,,,,49.843217,24.022454,4
2024-09-17,1:50:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Повітряна,34,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.844991,23.975832,0
2024-10-03,1:56:00 PM,четвер,місто,Львів,Залізничний,вулиця,Любінська,92,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.82495,23.97841,0
2024-10-13,4:14:00 PM,неділя,місто,Львів,Галицький,площа,"Соборна, пл.",7,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.838339,24.035484,4
2024-10-02,3:11:00 PM,середа,місто,Львів,Галицький,вулиця,Стрийська,3,,перекидання тз,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.828955,24.031836,4
2024-09-17,12:30:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,153,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.836419,24.000428,0
2024-09-19,1:50:00 PM,четвер,місто,Львів,Галицький,вулиця,Франка І.,16,,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,,,,,,,,,,49.835374,24.034749,4
2024-09-05,12:20:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Грінченка Б.,6б,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.872737,24.050494,4
2024-10-22,3:55:00 PM,вівторок,місто,Львів,Сихівський,вулиця,Вашингтона Дж.,6а,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.815772,24.068636,2
2024-10-20,8:27:00 PM,неділя,місто,Львів,Галицький,вулиця,Бандери С.,9,,наїзд на пішохода - пішохід рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,,,,,,,,,49.834481,24.017374,4
2024-11-04,2:50:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,322,,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.864937,23.958929,3
2024-11-11,6:10:00 PM,понеділок,місто,Львів,Франківський,вулиця,Стрийська,88,,зіткнення бокове,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,49.817202,24.019809,2
2024-10-23,5:40:00 PM,середа,місто,Львів,Франківський,вулиця,Кульпарківська,123,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід пішоходів у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.809628,23.983675,0
2024-10-17,9:01:00 PM,четвер,місто,Львів,Личаківський,вулиця,Пасічна,2,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.835102,24.068128,1
2024-10-28,4:43:00 PM,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",12,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.85635,24.022422,4
2024-11-05,10:42:00 AM,вівторок,місто,Винники,Личаківський,вулиця,О. Любич-Парахоняк,10,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.821515,24.140707,1
2024-10-29,6:32:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Виговського І.,,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.813924,23.976245,0
2024-11-01,3:30:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,13,,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.857927,24.023843,4
2024-10-28,12:01:00 PM,понеділок,місто,Львів,Франківський,вулиця,Героїв УПА,73,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.828702,23.991582,0
2024-11-01,8:40:00 AM,п'ятниця,місто,Львів,Сихівський,вулиця,Сихівська,24,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.795547,24.062365,2
2024-11-14,8:30:00 AM,четвер,місто,Львів,Личаківський,вулиця,Ніщинського П.,,вул. Ніщинського П. - вул. Казахська,наїзд на пішохода - на регульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,,,,,,,,,49.838294,24.067322,1
2024-11-04,9:01:00 AM,понеділок,місто,Львів,Личаківський,вулиця,Мечникова І.,,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.834052,24.052291,4
2024-11-13,10:27:00 AM,середа,місто,Львів,Личаківський,вулиця,Личаківська,28,,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,,,,,,,,,49.839986,24.043204,4
2024-11-06,5:01:00 PM,середа,місто,Львів,Личаківський,вулиця,Личаківська,232,,зіткнення бокове,порушення швидкості руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.836142,24.066474,1
2024-11-05,12:06:00 AM,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,35а,,перекидання тз,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.809604,24.005261,0
2024-10-21,6:01:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,104,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.837277,24.003941,0
2024-11-05,8:01:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Промислова,52,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.860922,24.043751,4
2024-10-23,6:05:00 PM,середа,місто,Львів,Франківський,вулиця,Княгині Ольги,59,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,тяжко травмований,,,,,,,,,49.811871,24.000782,0
2024-10-19,3:40:00 PM,субота,місто,Львів,Личаківський,вулиця,Личаківська,175,,зіткнення бокове,виїзд на смугу зустрічного руху,4,без ушкоджень,легко травмований,легко травмований,легко травмований,,,,,,,,49.836342,24.067279,1
2024-10-21,4:42:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,,вул. Шевченка Т. - вул. Томашівська,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.867927816401725,23.95288637432045,3
2024-11-08,8:15:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,21,,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.843075,24.023157,4
2024-10-20,7:24:00 PM,неділя,місто,Львів,Франківський,вулиця,Стрийська,48г,,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.82247,24.019037,0
2024-11-09,10:01:00 PM,субота,місто,Львів,Залізничний,вулиця,Патона Є.,,вул. Патона Є. - вул. Городоцька,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.826716,23.947577,3
2024-11-01,4:55:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Лінкольна А.,39,,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.866735,24.038166,4
2024-10-21,11:39:00 AM,понеділок,місто,Дубляни,Шевченківський,вулиця,Зелена,3а,,наїзд на пішохода - пішохід на зупинці громадського транспорту,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,,,,,,,,,,49.903266,24.087052,1
2024-10-25,7:01:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Медова,,вул. Медова - вул. Замарстинівська,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.848001,24.02777,4
2024-10-19,12:05:00 PM,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,297,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,помер у лікарні протягом 30 діб,,,,,,,,,,49.865311,23.957727,3
2024-10-23,4:33:00 PM,середа,місто,Львів,Личаківський,вулиця,Лисенка М.,23,,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.843386,24.042512,4
2024-10-18,2:31:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Опришківська,1,,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,,,,,,,,,49.85281950387943,24.04160780647226,4
2024-10-17,7:01:00 PM,четвер,селище,Брюховичі,Шевченківський,вулиця,Лікарська,,,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.907985,23.948264,3
2024-10-16,9:29:00 AM,середа,місто,Львів,Сихівський,вулиця,Пасічна,,вул. Пасічна - вул. Зелена,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.806239,24.062161,2
2024-10-15,3:35:00 PM,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,,"вул. Княгині Ольги - вул. Сахарова А., акад.",наїзд на пішохода - пішохід рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,,,,,,,,,49.826508,24.010309,0
2024-11-05,10:35:00 AM,вівторок,місто,Львів,Сихівський,вулиця,Зелена,299,,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.798421,24.071184,2
2024-10-28,2:05:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Бережанська,77,,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.80261,24.049791,2
2024-11-06,11:46:00 AM,середа,місто,Львів,Шевченківський,вулиця,Липинського В.,54,,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.864498,24.041584,4
2024-11-05,7:01:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Торф'яна,23,,перекидання тз,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.862063,24.021424,4
2024-10-29,2:13:00 PM,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",72,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід пішоходів у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.789639,24.055139,2
2024-10-29,3:26:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Під Голоском,8,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.868822,24.013235,4
2024-11-13,4:14:00 AM,середа,місто,Львів,Франківський,вулиця,Кульпарківська,145,,зіткнення бокове,керування транспортним засобом у нетверезому стані,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.803511,23.981609,0
2024-11-11,2:50:00 PM,понеділок,місто,Львів,Франківський,вулиця,Пулюя І.,42,,зіткнення бокове,порушення правил маневрування,2,легко травмований,легко травмований,,,,,,,,,,49.800284,23.987017,0
2024-11-07,8:17:00 PM,четвер,місто,Львів,Залізничний,вулиця,Виговського І.,38,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,,,,,,,,,49.817635,23.968863,0
2024-10-30,7:20:00 PM,середа,місто,Львів,Шевченківський,вулиця,Миколайчука І.,5,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.869532,24.042399,4
2024-10-23,10:15:00 PM,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,322/5,,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.864743,23.959299,3
2024-10-21,10:39:00 AM,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",59,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,1,помер у лікарні протягом 30 діб,,,,,,,,,,,49.857153,24.020378,4
2024-11-04,7:40:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Жовківська,35,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.856067,24.035699,4
2024-11-04,4:30:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Угорська,12,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.811376,24.040382,2
2024-11-02,10:20:00 AM,субота,місто,Львів,Залізничний,вулиця,Виговського І.,55,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.815253,23.974952,0
2024-10-25,1:01:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Окружна,64,,падіння пасажира,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.826377,23.98442,0
2024-10-24,10:14:00 AM,четвер,місто,Львів,Шевченківський,вулиця,Лінкольна А.,,вул. Лінкольна А. - вул. Миколайчука І.,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,,,,,,,,,49.866759,24.044051,4
2024-11-06,5:20:00 PM,середа,місто,Львів,Личаківський,вулиця,Пасічна,42,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.830066,24.069961,1
2024-11-06,6:30:00 PM,середа,місто,Львів,Личаківський,вулиця,Вагилевича І.,8,,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,,,,,,,,,49.833028,24.040704,4
2024-11-12,1:01:00 PM,вівторок,місто,Львів,Галицький,площа,"Вічева, пл.",,,падіння пасажира,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.843462,24.028183,4
2024-11-01,4:01:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Рудненська,18,,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.835948,23.965302,0
2024-11-08,8:01:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.873304,23.918781,3
2024-11-07,4:10:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,284/1,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду регульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.824031,23.932085,3
2024-11-09,7:35:00 PM,субота,місто,Дубляни,Шевченківський,вулиця,Львівська,7,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.890408,24.092567,1
2024-11-14,12:25:00 PM,четвер,місто,Львів,Сихівський,вулиця,Хоткевича Г.,10,,зіткнення бокове,ненадання переваги в русі при виїзді на дорогу з прилеглої території,2,без ушкоджень,легко травмований,,,,,,,,,,49.795007,24.050341,2
2024-11-02,8:15:00 AM,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,,зіткнення бокове,виїзд на смугу зустрічного руху,2,без ушкоджень,легко травмований,,,,,,,,,,49.873425,23.919296,3
2024-11-11,2:35:00 PM,понеділок,місто,Львів,Личаківський,вулиця,Кукурудзяна,4,,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,тяжко травмований,,,,,,,,,,49.862292,24.062591,4
2024-10-17,1:45:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,29в,,зіткнення бокове,порушення правил маневрування,4,помер на місці дтп,легко травмований,легко травмований,легко травмований,,,,,,,,49.864104,24.035039,4
2024-10-15,8:01:00 AM,вівторок,село,Малехів,Шевченківський,вулиця,Жовківська,,,зіткнення бокове,порушення правил обгону,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.885966,24.059429,4
2024-10-16,7:40:00 PM,середа,місто,Львів,Франківський,вулиця,Здоров'я,3,,перекидання тз,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.832571,24.010658,0
2024-11-09,12:01:00 PM,субота,місто,Львів,Франківський,вулиця,Пулюя І.,20,,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.801977,23.985445,0
2024-11-07,3:10:00 PM,четвер,місто,Львів,Залізничний,вулиця,Любінська,97,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.820857,23.97242,0
2024-10-24,6:13:00 PM,четвер,місто,Львів,Личаківський,вулиця,Медової Печери,1,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,,,,,,,,,,49.825498,24.077418,1
2024-11-01,6:29:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Каховська,15,,зіткнення бокове,"недодержання дистанції, перевищення безпечної швидкості",4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,,,,,,,,49.82475,23.954937,0
2024-10-21,10:20:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Любінська,98,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.823075,23.974496,0
2024-10-17,7:25:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Тунельна,15,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.863039,24.004194,4
2024-10-25,4:43:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Гашека Я.,17,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил під час руху заднім ходом,2,без ушкоджень,легко травмований,,,,,,,,,,49.79716,24.02084,2
2024-11-03,5:30:00 PM,неділя,місто,Львів,Сихівський,вулиця,Сихівська,46,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.794345,24.064854,2
2024-11-07,12:20:00 PM,четвер,місто,Львів,Сихівський,вулиця,Коломийська,1,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.78834,24.060246,2
2024-11-15,8:05:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,12,,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.856765,24.02357,4
2024-10-17,6:14:00 PM,четвер,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",16,,зіткнення бокове,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,,,,,,,,,,49.833595,24.014268,4
2024-10-28,10:16:00 PM,понеділок,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",52,,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.827162,24.010583,0
2024-10-25,1:36:00 AM,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",84,,перекидання тз,перевищення безпечної швидкості,1,легко травмований,,,,,,,,,,,49.786993,24.058288,2
2024-11-18,4:30:00 PM,понеділок,місто,Львів,Франківський,вулиця,Коновальця Є.,97,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.826277,23.997198,0
2024-12-10,5:43:00 PM,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",,,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,,,,,,,,,49.859152,24.020169,4
2024-11-23,5:53:00 PM,субота,місто,Винники,Личаківський,вулиця,Галицька,89,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,помер по дорозі в лікарню,,,,,,,,,,49.817981,24.151812,1
2024-12-04,7:30:00 AM,середа,місто,Львів,Франківський,вулиця,Володимира Великого,3,,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,,,,,,,,,49.807631,24.016864,2
2024-12-06,12:46:00 PM,п'ятниця,місто,Львів,Галицький,проспект,"Шевченка Т., просп.",,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.838304,24.032078,4
2024-12-09,9:40:00 AM,понеділок,місто,Львів,Сихівський,вулиця,Зелена,269,,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,49.803711,24.069237,2
2024-11-22,8:30:00 PM,п'ятниця,місто,Дубляни,Шевченківський,вулиця,Київська,,вул. Київська - вул. Володимира Великого,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.891787,24.090464,1
2024-12-08,8:42:00 PM,неділя,місто,Львів,Залізничний,вулиця,Ряшівська,,вул. Ряшівська - вул. Городоцька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.82792,23.9538,3
2024-11-26,8:30:00 AM,вівторок,місто,Львів,Франківський,вулиця,Стрийська,230,,наїзд на інші види перешкод,"перевтома, сон за кермом",1,легко травмований,,,,,,,,,,,49.795557,24.015502,2
2024-12-13,5:02:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Хмельницького Б.,,вул. Хмельницького Б. - вул. Гонти І.,зіткнення лобове,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,легко травмований,,,,,,,,,,49.84478,24.029347,4
2024-11-16,5:35:00 PM,субота,місто,Львів,Сихівський,вулиця,Пасічна,167,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.805103,24.075524,2
2024-11-28,8:51:00 AM,четвер,місто,Львів,Залізничний,вулиця,Садова,,вул. Садова - вул. Кульпарківська,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,,,,,,,,,49.821386,23.988626,0
2024-12-12,5:13:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,274,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,тяжко травмований,,,,,,,,,,49.824352,23.932831,3
2024-11-28,5:15:00 PM,четвер,місто,Львів,Сихівський,вулиця,Карманського П.,,вул. Карманського П. - вул. Франка І.,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,,,,,,,,,,49.820334,24.027389,2
2024-12-01,3:30:00 PM,неділя,місто,Львів,Шевченківський,вулиця,Грінченка Б.,5,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.871033,24.053299,4
2024-11-18,4:45:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Тунельна,15,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.863104,24.004167,4
2024-12-01,5:20:00 PM,неділя,селище,Рудне,Залізничний,вулиця,Мазепи І.,23,,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,,,,,,,,,49.835706,23.891691,3
2024-11-28,10:20:00 AM,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,102,,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.81247,23.999864,0
